,Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated,Unnamed: 9,Unnamed: 10
2041,,,,,,Gene,,2021-04-25T16:13:45Z,2021-04-25T16:13:45Z,,
2042,,@Gene Kennst du denn eine geschlechtsneutrale Alternative?,,,,Lukas Kahler,@Gene Kennst du denn eine geschlechtsneutrale Alternative?,2021-04-25T16:19:31Z,2021-04-25T16:19:31Z,,
2043,,"@Lukas Kahler Mir ist das ja egal, aber nicht dass sich dey/demm/deren Partner*in gekränkt fühlt.",,,,Gene,"@Lukas Kahler Mir ist das ja egal, aber nicht dass sich dey/demm/deren Partner*in gekränkt fühlt.",2021-04-25T16:27:40Z,2021-04-25T16:27:40Z,,
2044,,"@Gene schön, dass du mit dem Kommentar eben bewiesen hast, dass du ein rechter Troll bist",,,,Lukas Kahler,"@Gene schön, dass du mit dem Kommentar eben bewiesen hast, dass du ein rechter Troll bist",2021-04-25T16:27:45Z,2021-04-25T16:27:45Z,,
2045,,"Komisch übrigens, dass Partner*in für eine Person für dich okay ist, obwohl es nicht für Einzelpersonen gedacht ist, du aber bei dey auf die Barrikaden gehst",,,,Lukas Kahler,"Komisch übrigens, dass Partner*in für eine Person für dich okay ist, obwohl es nicht für Einzelpersonen gedacht ist, du aber bei dey auf die Barrikaden gehst",2021-04-25T16:29:37Z,2021-04-25T16:29:37Z,,
2046,,"@Gene Vielen Dank für diese Info. Das war mir bis eben nicht bewusst. Dann muss ich mich korrigieren: mein Partner und ich haben uns geeinigt, dass &quot;Partner&quot; ein Wort ist, mit dem wir beide sehr gut leben können. Jetzt ändert sich in unserem Fall zwar nichts, aber für den Umgang mit anderen werde ich mich hier nach einer Alternative umsehen.",,,,Christina Schink,"@Gene Vielen Dank für diese Info. Das war mir bis eben nicht bewusst. Dann muss ich mich korrigieren: mein Partner und ich haben uns geeinigt, dass &quot;Partner&quot; ein Wort ist, mit dem wir beide sehr gut leben können. Jetzt ändert sich in unserem Fall zwar nichts, aber für den Umgang mit anderen werde ich mich hier nach einer Alternative umsehen.",2021-04-25T16:36:15Z,2021-04-25T16:36:15Z,,
2047,,"@Gene Diese Person bin im übrigen ich. Meine Freundin und ich haben uns über sowas unterhalten und ich wäre eher gekränkt, wenn sie die falschen Pronomen benutzt. Außerdem müsste es in diesem Fall &quot;ihr*e Pertner*in&quot; heißen, da du ja von meiner Freundin sprichst",,,,Lukas Kahler,"@Gene Diese Person bin im übrigen ich. Meine Freundin und ich haben uns über sowas unterhalten und ich wäre eher gekränkt, wenn sie die falschen Pronomen benutzt. Außerdem müsste es in diesem Fall &quot;ihr*e Pertner*in&quot; heißen, da du ja von meiner Freundin sprichst",2021-04-25T16:38:27Z,2021-04-25T16:38:27Z,,
2048,,,,,,Gene,,2021-04-25T16:41:16Z,2021-04-25T16:41:16Z,,
2049,,"Partner*in, meinte ich natürlich",,,,Lukas Kahler,"Partner*in, meinte ich natürlich",2021-04-25T16:41:32Z,2021-04-25T16:41:32Z,,
2050,,"@Gene In meinem ganzen Leben, habe ich niemals Doktorin gehört. Frage mich gerade warum. An sich ist mir das Geschlecht meiner Mitmenschen egal. Eine Frau, die sich auskennt, ist &quot;Fachfrau&quot;. U Fräulein ist zum Glück fast ausgestorben.",,,,Now 3,"@Gene In meinem ganzen Leben, habe ich niemals Doktorin gehört. Frage mich gerade warum. An sich ist mir das Geschlecht meiner Mitmenschen egal. Eine Frau, die sich auskennt, ist &quot;Fachfrau&quot;. U Fräulein ist zum Glück fast ausgestorben.",2021-04-29T12:57:31Z,2021-04-29T12:57:31Z,,
2051,,Doktor ist ein generisches Maskulinum also aus der Perspektive der Orthodoxie ganz ganz große Ketzerei.,,,,dattel diskussion,Doktor ist ein generisches Maskulinum also aus der Perspektive der Orthodoxie ganz ganz große Ketzerei.,2021-09-26T14:02:32Z,2021-09-26T14:02:32Z,,
2052,Melle,"Warum bedeutet es jemandem soviel nicht wie alle anderen zu sein? Und wie kann man ein Nichts sein wollen? Die Begründung dafür finde ich immer kaum Vorhanden. Man kann ja nicht Nichts sein, vielleicht sollte man sich einen anderen Namen dafür ausdenken. Nonbinär sagt ja nur nicht 1 oder 0, aber was denn nuuuuun dann?",2021-02-10T20:12:53Z,0.0,1.0,,,,,,
2053,,Nicht-binär heißt nicht-binär.,,,,reporter,Nicht-binär heißt nicht-binär.,2021-02-10T22:36:40Z,2021-02-10T22:36:40Z,,
2054,Tz Iu,Ehrlich gesagt kann ich noch trans verstehen weil man sich für ein Geschlecht entscheidet. Aber gleichzeitig Mann und Frau zu sein versteh ich nicht. Mir kommt es so vor das diese Personen  meist ein Problem mit sich selber haben. (Nicht böse gemeint),2021-02-10T20:11:20Z,4.0,4.0,,,,,,
2055,,"Naja Geschlecht an sich ist weitaus vielfältiger als man denkt. Es gibt nicht nur zwei Extreme, sondern auch ganz schön viel dazwischen und nur weil man eher dazwischen als in einem extrem ist, heißt es nicht, dass man ein Problem mit sich selbst hat",,,,labby,"Naja Geschlecht an sich ist weitaus vielfältiger als man denkt. Es gibt nicht nur zwei Extreme, sondern auch ganz schön viel dazwischen und nur weil man eher dazwischen als in einem extrem ist, heißt es nicht, dass man ein Problem mit sich selbst hat",2021-02-10T20:44:23Z,2021-02-10T20:44:23Z,,
2056,,Diese Individuen weisen eine Störung der Geschlechtsidentität auf; dies mag vielleicht der Grund für das Unverständnis deinerseits sein.,,,,amor fati,Diese Individuen weisen eine Störung der Geschlechtsidentität auf; dies mag vielleicht der Grund für das Unverständnis deinerseits sein.,2021-02-10T20:51:50Z,2021-02-10T20:51:50Z,,
2057,,@labby da hast du recht! Es gibt vieles dazwischen aber ich kann es ja vielleicht nicht verstehen weil ich nicht bin wie Marcel-jana - also in der Position und für mich als Außenstehende es nicht verständlich wirkt beides zu sein. Aber ich finde man kann es ja ausleben Mann und Frau zu sein aber mit dem Pass und Dokumenten nicht nötig.,,,,Tz Iu,@labby da hast du recht! Es gibt vieles dazwischen aber ich kann es ja vielleicht nicht verstehen weil ich nicht bin wie Marcel-jana - also in der Position und für mich als Außenstehende es nicht verständlich wirkt beides zu sein. Aber ich finde man kann es ja ausleben Mann und Frau zu sein aber mit dem Pass und Dokumenten nicht nötig.,2021-02-10T21:01:00Z,2021-02-10T21:01:00Z,,
2058,,Moritz il Magnifico eine Störung erkennen wir nicht.,,,,reporter,Moritz il Magnifico eine Störung erkennen wir nicht.,2021-02-10T22:23:06Z,2021-02-10T22:23:06Z,,
2059,Der Deibel,Ich bin ein Wildes Mammut also respektiert mich so wie ich bin I-Aah !!,2021-02-10T20:10:02Z,12.0,3.0,,,,,,
2060,,"Wow, voll der originelle joke",,,,Marie,"Wow, voll der originelle joke",2021-02-10T20:37:56Z,2021-02-10T20:37:56Z,,
2061,,@Marie Repektiere meine Autorität !! <br>I-Aah,,,,Der Deibel,@Marie Repektiere meine Autorität !! <br>I-Aah,2021-02-10T20:45:48Z,2021-02-10T20:45:48Z,,
2062,,@Der Deibel cool,,,,Marie,@Der Deibel cool,2021-02-10T20:51:50Z,2021-02-10T20:51:50Z,,
2063,question mark321,"Ich befürchte, dass solche Angaben im Pass in manchen Ländern zu Einreiseproblemen führen könnten.",2021-02-10T20:09:52Z,1116.0,26.0,,,,,,
2064,,"Das ist ein guter Punkt. Das würde wahrscheinlich vor allem in Ländern im nahen Osten, oder Dubai etc. vielleicht sehr schwierig werden, weil es dort vom Gesetz her ja Sachen gibt die nur Männer machen dürfen.",,,,Rev i,"Das ist ein guter Punkt. Das würde wahrscheinlich vor allem in Ländern im nahen Osten, oder Dubai etc. vielleicht sehr schwierig werden, weil es dort vom Gesetz her ja Sachen gibt die nur Männer machen dürfen.",2021-02-10T20:28:12Z,2021-02-10T20:28:12Z,,
2065,,@Rev i Ich glaube viele Menschen wie M-J ziehen aus Sicherheitsgründen gar nicht in Erwägung in diese Länder zu reisen. (leider),,,,Robin K.,@Rev i Ich glaube viele Menschen wie M-J ziehen aus Sicherheitsgründen gar nicht in Erwägung in diese Länder zu reisen. (leider),2021-02-10T20:43:00Z,2021-02-10T20:43:00Z,,
2066,,@Robin K. ich glaube es gibt sowieso genung Länder in die man gehen kann,,,,Jan Schäfer,@Robin K. ich glaube es gibt sowieso genung Länder in die man gehen kann,2021-02-10T22:54:05Z,2021-02-10T22:54:05Z,,
2067,,"Da bekommst du auch schon beim Einreisen in die USA Probleme. Das beginnt schon damit wenn du ein Ö oder Ü im Namen hast, was es bei denen nicht gibt",,,,Enes Putin,"Da bekommst du auch schon beim Einreisen in die USA Probleme. Das beginnt schon damit wenn du ein Ö oder Ü im Namen hast, was es bei denen nicht gibt",2021-02-10T22:54:55Z,2021-02-10T22:54:55Z,,
2068,,"@Enes Putin Aber das ist in den USA keine  Sicherheitsgefahr. Natürlich ist es ohne diese Buchstaben im Namen einfacher, aber Menschen wie M-J werden viele Reisen aus Sicherheitsgründen nicht machen können. Müller in den USA zu heißen ist keine Sicherheitsgefahr!",,,,Robin K.,"@Enes Putin Aber das ist in den USA keine  Sicherheitsgefahr. Natürlich ist es ohne diese Buchstaben im Namen einfacher, aber Menschen wie M-J werden viele Reisen aus Sicherheitsgründen nicht machen können. Müller in den USA zu heißen ist keine Sicherheitsgefahr!",2021-02-10T23:00:42Z,2021-02-10T23:00:42Z,,
2069,,@Jan Schäfer Es sind viel viel weniger Länder als man denkt. Allein in Polen herrscht in ein Drittel der Gemeinden ein LGBT+ Verbot,,,,Robin K.,@Jan Schäfer Es sind viel viel weniger Länder als man denkt. Allein in Polen herrscht in ein Drittel der Gemeinden ein LGBT+ Verbot,2021-02-10T23:02:19Z,2021-02-10T23:02:19Z,,
2070,,"@Robin K. Solange man nicht irgendwo hinreist um bewusst zu provozieren oderso ist das scheiss egal wo man hinreist denke ich. Ich war in Polen für 2 Monate da hat mich keiner gefragt welche Sexualität ich habe oder sonst was, Wetter war schön, Leute waren nett, Essen war lecker 😁.",,,,Enes Putin,"@Robin K. Solange man nicht irgendwo hinreist um bewusst zu provozieren oderso ist das scheiss egal wo man hinreist denke ich. Ich war in Polen für 2 Monate da hat mich keiner gefragt welche Sexualität ich habe oder sonst was, Wetter war schön, Leute waren nett, Essen war lecker 😁.",2021-02-10T23:38:42Z,2021-02-10T23:38:42Z,,
2071,,dann fährt man da nicht hin mein Gott heutzutage müssen immer alle überall hin reisen.,,,,Joe,dann fährt man da nicht hin mein Gott heutzutage müssen immer alle überall hin reisen.,2021-02-11T07:09:29Z,2021-02-11T07:09:29Z,,
2072,,@Joe weil es genug schöne Orte auf der Welt also warum sollte man nicht reisen,,,,Ken xxx,@Joe weil es genug schöne Orte auf der Welt also warum sollte man nicht reisen,2021-02-11T09:10:56Z,2021-02-11T09:10:56Z,,
2073,,"@Enes Putin Umlaute sind kein Problem, da Pässe im ICAO-Format international sind. Im maschinenlesbaren Teil wird aus Ö ein Oe, so ist es zB bei meinem Nachnamen. Flugtickets kann man entweder auf Oe oder O buchen. Ich reise ca 2-3 mal pro Monat geschäftlich in die USA und hatte noch nie Probleme mit meinem Umlaut.",,,,leoll1234,"@Enes Putin Umlaute sind kein Problem, da Pässe im ICAO-Format international sind. Im maschinenlesbaren Teil wird aus Ö ein Oe, so ist es zB bei meinem Nachnamen. Flugtickets kann man entweder auf Oe oder O buchen. Ich reise ca 2-3 mal pro Monat geschäftlich in die USA und hatte noch nie Probleme mit meinem Umlaut.",2021-02-11T23:26:28Z,2021-02-11T23:26:28Z,,
2074,,@leoll1234 Ich hatte jedenfalls das Problem. Hängt vielleicht auch damit zusammen das ich länger da bleiben wollte bzw geblieben bin. Ich musste meinen Namen offiziell ohne Umlaut ändern damit [...]  anerkannt wird,,,,Enes Putin,@leoll1234 Ich hatte jedenfalls das Problem. Hängt vielleicht auch damit zusammen das ich länger da bleiben wollte bzw geblieben bin. Ich musste meinen Namen offiziell ohne Umlaut ändern damit [...]  anerkannt wird,2021-02-11T23:35:02Z,2021-02-11T23:35:02Z,,
2075,,"@Enes Putin okay, das ist tatsächlich komisch, da Deutschland Dokumente ja auf Oe/Ae/Ue ausstellt. Für normale Reisen und mein Visum war der Umlaut auf jeden Fall nie ein Problem. Kann sein, dass es bei Immigrant Visas einen Unterschied macht",,,,leoll1234,"@Enes Putin okay, das ist tatsächlich komisch, da Deutschland Dokumente ja auf Oe/Ae/Ue ausstellt. Für normale Reisen und mein Visum war der Umlaut auf jeden Fall nie ein Problem. Kann sein, dass es bei Immigrant Visas einen Unterschied macht",2021-02-11T23:38:17Z,2021-02-11T23:38:17Z,,
2076,,"LGBTQ*-Personen leben leider ohnehin nicht im Luxus, frei reisen zu können. Da sind die Angaben im Pass noch das kleinste Problem..<br>Es wird ihnen aufgrund ihrer Identität von der Einreise in viele Länder abgeraten, wegen Diskriminierung oder möglicher Strafverfolgung. Genaueres findet ihr auf den Seiten des Auswärtigen Amtes.",,,,Timm Giesbers,"LGBTQ*-Personen leben leider ohnehin nicht im Luxus, frei reisen zu können. Da sind die Angaben im Pass noch das kleinste Problem..<br>Es wird ihnen aufgrund ihrer Identität von der Einreise in viele Länder abgeraten, wegen Diskriminierung oder möglicher Strafverfolgung. Genaueres findet ihr auf den Seiten des Auswärtigen Amtes.",2021-02-12T19:58:54Z,2021-02-12T19:58:54Z,,
2077,,Interessanter sidefakt. Ich war sehr erstaunt als ich ein Visum für Indien beantragen musste. Da gab es nämlich drei Geschlechter zum auswählen. Das hätte ich vorher auch nie gedacht.,,,,Marvin asas,Interessanter sidefakt. Ich war sehr erstaunt als ich ein Visum für Indien beantragen musste. Da gab es nämlich drei Geschlechter zum auswählen. Das hätte ich vorher auch nie gedacht.,2021-02-13T13:02:38Z,2021-02-13T13:03:03Z,,
2078,,"@Marvin asas <br>In Indien gibt es auch eine mehr oder weniger gesellschaftlich anerkannte dritte Geschlechtergruppe. Die Hijras. Das sind Transsexuelle, die in der Gesellschaft aber nur zur Belustigung der Bevölkerung, für Unterhaltungszwecke oder in der Prostitution arbeiten (dürfen). Es ist einerseits positiv, dass diese Menschen eine gewisse Akzeptanz in der indischen Bevökerung haben. Leider hat das auch einen gewissen trauigen Beigeschmack, da diese Personen oftmals als Menschen zweiter Klasse angesehen werden. Viele leben an Rande der Gesellschaft und werden auch von der eigenen Familie ausgegrenzt. Im Iran gibt es ein ähnliches Phänomen. Dort ist es unter den strengen Scharia-Gesetzten verboten homosexuell zu sein und das &quot;öffentlich auszuleben&quot;. Geschlechtsumwandlungen sind aber gedultet und werden sogar im Iran selbst durchgeführt. Auch diese Menschen leben dort am Rande der Gesellschaft. <a href=""https://de.wikipedia.org/wiki/Hijra"">https://de.wikipedia.org/wiki/Hijra</a> <a href=""https://www.handelsblatt.com/politik/international/mann-und-frau-iran-wo-die-geschlechtsumwandlung-boomt-seite-2/3253180-2.html?ticket=ST-6040280-QWUgMdGPhsf2jftg0ISf-ap6"">https://www.handelsblatt.com/politik/international/mann-und-frau-iran-wo-die-geschlechtsumwandlung-boomt-seite-2/3253180-2.html?ticket=ST-6040280-QWUgMdGPhsf2jftg0ISf-ap6</a>",,,,question mark321,"@Marvin asas <br>In Indien gibt es auch eine mehr oder weniger gesellschaftlich anerkannte dritte Geschlechtergruppe. Die Hijras. Das sind Transsexuelle, die in der Gesellschaft aber nur zur Belustigung der Bevölkerung, für Unterhaltungszwecke oder in der Prostitution arbeiten (dürfen). Es ist einerseits positiv, dass diese Menschen eine gewisse Akzeptanz in der indischen Bevökerung haben. Leider hat das auch einen gewissen trauigen Beigeschmack, da diese Personen oftmals als Menschen zweiter Klasse angesehen werden. Viele leben an Rande der Gesellschaft und werden auch von der eigenen Familie ausgegrenzt. Im Iran gibt es ein ähnliches Phänomen. Dort ist es unter den strengen Scharia-Gesetzten verboten homosexuell zu sein und das &quot;öffentlich auszuleben&quot;. Geschlechtsumwandlungen sind aber gedultet und werden sogar im Iran selbst durchgeführt. Auch diese Menschen leben dort am Rande der Gesellschaft. <a href=""https://de.wikipedia.org/wiki/Hijra"">https://de.wikipedia.org/wiki/Hijra</a> <a href=""https://www.handelsblatt.com/politik/international/mann-und-frau-iran-wo-die-geschlechtsumwandlung-boomt-seite-2/3253180-2.html?ticket=ST-6040280-QWUgMdGPhsf2jftg0ISf-ap6"">https://www.handelsblatt.com/politik/international/mann-und-frau-iran-wo-die-geschlechtsumwandlung-boomt-seite-2/3253180-2.html?ticket=ST-6040280-QWUgMdGPhsf2jftg0ISf-ap6</a>",2021-02-13T13:18:51Z,2021-02-13T13:20:38Z,,
2079,,@Enes Putin Umlaute sind kein Problem in der USA. Musst du immer ausschreiben. Aber das sollte generell in anderen Ländern oder online auch gemacht werden. Hatte damit noch nie Probleme,,,,Sel ly,@Enes Putin Umlaute sind kein Problem in der USA. Musst du immer ausschreiben. Aber das sollte generell in anderen Ländern oder online auch gemacht werden. Hatte damit noch nie Probleme,2021-02-14T17:11:46Z,2021-02-14T17:11:46Z,,
2080,,@Sel ly was gibt es da eigentlich noch zu erklären? Ich hatte das Problem. Lies mal oben,,,,Enes Putin,@Sel ly was gibt es da eigentlich noch zu erklären? Ich hatte das Problem. Lies mal oben,2021-02-14T17:26:07Z,2021-02-14T17:26:07Z,,
2081,,"das wird wahrscheinlich passieren, wenn man z. B. in Dubai einreisen will (Da darf man nichtmal in der Öffentlichkeit tanzen lol)",,,,Monsai,"das wird wahrscheinlich passieren, wenn man z. B. in Dubai einreisen will (Da darf man nichtmal in der Öffentlichkeit tanzen lol)",2021-02-14T20:42:50Z,2021-02-14T20:42:50Z,,
2082,,"@Ken xxx wegen der Umwelt. Weil all das Schöne vergehen könnte. Ausser du kannst klimaneutral reisen. Dann ja, so viele schöne Orte.",,,,Ihre Kompaktheit,"@Ken xxx wegen der Umwelt. Weil all das Schöne vergehen könnte. Ausser du kannst klimaneutral reisen. Dann ja, so viele schöne Orte.",2021-02-15T17:10:29Z,2021-02-15T17:10:29Z,,
2083,,"@Ken xxx Solange nicht übertrieben wird, ist es ja okay. Manche reisen eben gern. Aber ich finde es richtig blöd, wenn keine Rücksicht auf die Umwelt genommen wird.",,,,~ConCienCia~,"@Ken xxx Solange nicht übertrieben wird, ist es ja okay. Manche reisen eben gern. Aber ich finde es richtig blöd, wenn keine Rücksicht auf die Umwelt genommen wird.",2021-02-16T16:31:46Z,2021-02-16T16:31:46Z,,
2084,,"Ja gut, aber da will man dann vielleicht sowieso nicht hin :D",,,,Googlemarie,"Ja gut, aber da will man dann vielleicht sowieso nicht hin :D",2021-03-24T08:54:45Z,2021-03-24T08:54:45Z,,
2085,,In der Tat,,,,Momo C' they-she,In der Tat,2021-03-26T16:10:52Z,2021-03-26T16:10:52Z,,
2086,,Ist auch richtig so. Außerdem reicht nur ein kurzer Blick auf diese Person zu werfen,,,,Envision_XY,Ist auch richtig so. Außerdem reicht nur ein kurzer Blick auf diese Person zu werfen,2021-05-08T04:55:35Z,2021-05-08T04:55:35Z,,
2087,,"@Enes Putin Maßgeblich ist der maschinenlesbare Eintrag ganz unten, da wo &gt;&gt;&gt;Max&gt;&gt;&gt;Mustermensch&gt;&gt;&gt;&gt;&gt; steht. Und da gibts kein Ü oder Ö ect.",,,,dattel diskussion,"@Enes Putin Maßgeblich ist der maschinenlesbare Eintrag ganz unten, da wo &gt;&gt;&gt;Max&gt;&gt;&gt;Mustermensch&gt;&gt;&gt;&gt;&gt; steht. Und da gibts kein Ü oder Ö ect.",2021-11-29T18:37:00Z,2021-11-29T18:37:00Z,,
2088,,"@Timm Giesbers Die allermeisten LGBTQ Personen sind nicht trans. Habe mich nie abgehalten gefühlt, zu verreisen. Man muss ja niemandem von seinen Vorlieben erzählen.",,,,dattel diskussion,"@Timm Giesbers Die allermeisten LGBTQ Personen sind nicht trans. Habe mich nie abgehalten gefühlt, zu verreisen. Man muss ja niemandem von seinen Vorlieben erzählen.",2021-11-29T18:39:50Z,2021-11-29T18:39:50Z,,
2089,,Klar<br>In vielen islamischen Ländern würde man gesteinigt werden.,,,,karl kokett • • •,Klar<br>In vielen islamischen Ländern würde man gesteinigt werden.,2021-12-01T19:43:23Z,2021-12-01T19:43:23Z,,
2090,The Roth,Die Siez-Form wäre dann wie? Einfach Nachname?,2021-02-10T20:09:17Z,0.0,1.0,,,,,,
2091,,Sehr geehrte*r Marcel-Jana .... ich schreibe ihnen hiermit...,,,,labby,Sehr geehrte*r Marcel-Jana .... ich schreibe ihnen hiermit...,2021-02-10T20:45:27Z,2021-02-10T20:45:27Z,,
2092,Destroman 187,Seit dem 06.11.2020. Kann man auch X eintragen lassen wenn man sivh keinem Geschlecht zuordnen kann,2021-02-10T20:04:17Z,0.0,0.0,,,,,,
2093,Marquis de Hoto,"Mich hätte noch interessiert, warum Marcel-Jana so viel wert auf das nicht-binäre legt.",2021-02-10T20:03:04Z,0.0,1.0,,,,,,
2094,,Weil Marcel-Jana sich so fühlt und das die richtige Identität ist?,,,,reporter,Weil Marcel-Jana sich so fühlt und das die richtige Identität ist?,2021-02-10T22:21:33Z,2021-02-10T22:21:33Z,,
2095,Destroman 187,Wenn Marcel Jana ins Gefängnis muss. Würde Marcel Jana dann ins Frauen oder Männer Gefängnis kommen?,2021-02-10T20:02:21Z,6.0,2.0,,,,,,
2096,,Beides,,,,Spaghetti,Beides,2021-02-10T21:47:15Z,2021-02-10T21:47:15Z,,
2097,,Oder extra abgetrennter Bereich und Privilegien dadurch. Das wär doch mal ein Grund.,,,,bsr fuchs,Oder extra abgetrennter Bereich und Privilegien dadurch. Das wär doch mal ein Grund.,2021-02-13T02:18:51Z,2021-02-13T02:18:51Z,,
2098,B T,Trinkspiel: Bei jedem Marcel-Jana einen trinken!!!,2021-02-10T19:57:12Z,446.0,9.0,,,,,,
2099,,Nach diesem Beitrag wären wir definitiv besoffen.,,,,Mel V.,Nach diesem Beitrag wären wir definitiv besoffen.,2021-02-11T01:29:56Z,2021-02-11T01:29:56Z,,
2100,,Trinkspiel: nach jedem er oder sie in jeder Reportage trinken. Wow. Du hast erkannt dass Menschen um die es in Videos geht auch bezeichnet werden. Wie sonst?!,,,,astrid_sfrt,Trinkspiel: nach jedem er oder sie in jeder Reportage trinken. Wow. Du hast erkannt dass Menschen um die es in Videos geht auch bezeichnet werden. Wie sonst?!,2021-02-17T19:41:08Z,2021-02-17T19:41:08Z,,
2101,,fgdsjfd fzhf4er,,,,meffen steier,fgdsjfd fzhf4er,2021-03-16T23:03:36Z,2021-03-16T23:03:36Z,,
2102,,🤣🤣🤣,,,,ich bin schüchtern,🤣🤣🤣,2021-05-03T18:58:51Z,2021-05-03T18:58:51Z,,
2103,,schon nach den ersten 2 min blau,,,,Manda lorianer,schon nach den ersten 2 min blau,2021-05-17T06:23:15Z,2021-05-17T06:23:15Z,,
2104,,@Manda lorianer 😵😵😵 brauchste Krankenwagen 😆😆😆,,,,ich bin schüchtern,@Manda lorianer 😵😵😵 brauchste Krankenwagen 😆😆😆,2021-05-17T06:37:26Z,2021-05-17T06:37:26Z,,
2105,,Köpft die 500l Fässer!,,,,DerStrolch,Köpft die 500l Fässer!,2021-06-24T23:36:13Z,2021-06-24T23:36:13Z,,
2106,,Das macht er damit er nicht „er“ oder „sie“ sagen muss.,,,,lk2001mk,Das macht er damit er nicht „er“ oder „sie“ sagen muss.,2021-07-08T21:37:15Z,2021-07-08T21:37:29Z,,
2107,,@lk2001mk Ens,,,,DerStrolch,@lk2001mk Ens,2021-07-10T21:52:03Z,2021-07-10T21:52:03Z,,
2108,Theresa M,"Sehr sehr interessantes und wichtiges Thema! Hätte gerne noch ausführlicher sein können, denn leider habe ich jetzt nach der Doku irgendwie mehr Fragen als Antworten... Was war das für ein Antrag am Anfang? Also was war da der Inhalt davon? Ich habe das nämlich nicht ganz kapiert, weil Marcel-Jana ja davon gesprochen hat, dass man nach §45b ein ärztliches Attest braucht, dass eine Variante der Geschlechtsentwicklung vorliegt. Aber bekommen das auch Personen ausgestellt, die von den biologischen Merkmalen her eindeutig einem Geschlecht zugeordnet werden würden? Hängt wahrscheinlich auch von dem*der Ärzt*in ab? Mich hätte v.a. auch die Rechtslage schon noch genauer interessiert und was dann bei den Gerichtsverhandlungen so verhandelt wurde... Freut mich auf jeden Fall sehr, dass es für Marcel-Jana letztendlich noch geklappt hat, den richtigen Eintrag und Namen zu bekommen!",2021-02-10T19:55:01Z,0.0,2.0,,,,,,
2109,,"Der BGH hat im Frühjahr 2020 geurteilt, dass nicht-binäre Menschen den Weg über den §45b nicht nutzen dürfen sondern stattdessen der offizielle Weg über das TSG geht. Bis zu diesem Urteil war es unklar und es gab unterschiedliche Entscheidungen von Gerichten in Deutschland dazu, wer den Weg über den §45b nutzen darf. Deswegen hatte ich zunächst versucht, auch diesen Weg zu nutzen was durch das BGH Urteil nicht erfolgreich war. Ich hoffe das beantwortet deine Frage",,,,Marcel-Jana Urban,"Der BGH hat im Frühjahr 2020 geurteilt, dass nicht-binäre Menschen den Weg über den §45b nicht nutzen dürfen sondern stattdessen der offizielle Weg über das TSG geht. Bis zu diesem Urteil war es unklar und es gab unterschiedliche Entscheidungen von Gerichten in Deutschland dazu, wer den Weg über den §45b nutzen darf. Deswegen hatte ich zunächst versucht, auch diesen Weg zu nutzen was durch das BGH Urteil nicht erfolgreich war. Ich hoffe das beantwortet deine Frage",2021-02-10T21:04:08Z,2021-02-10T21:04:08Z,,
2110,,"@Marcel-Jana Urban Ah okay danke für die Erklärung. Wurde ja auch was dazu im Video erwähnt, aber hatte es noch nicht so richtig durchblickt. Schade und auch so unnötig, dass es durch die Entscheidung nun nur noch auf umständlicheren Wegen möglich ist :/",,,,Theresa M,"@Marcel-Jana Urban Ah okay danke für die Erklärung. Wurde ja auch was dazu im Video erwähnt, aber hatte es noch nicht so richtig durchblickt. Schade und auch so unnötig, dass es durch die Entscheidung nun nur noch auf umständlicheren Wegen möglich ist :/",2021-02-12T16:35:19Z,2021-02-12T16:35:19Z,,
2111,Felix Schach,"Ich finde es krass, wie viel Unverständnis und Ablehnung hier in den Kommentaren steht. Klar, die Doku zeigt nur eine Seite. Und, ja, das ist vielleicht ungewohnt. Aber - für mich ist das genau der Punkt dieses Videos: die Perspektive von non-binary Personen zu zeigen, die Hilflosigkeit, und die Überforderung vor einer Bürokratie und Gesellschaft, die nicht weiß, wie sie darauf regieren soll.",2021-02-10T19:50:50Z,1.0,2.0,,,,,,
2112,,"Viele Empfinden non-binarys als Trend weil es ja keine Transsexuellen mit medizinisch festgestellter Geschlechtsdysphorie sind. Es gibt auch viele Transsexuelle, die selbst sagen dass Non binarys ein &quot;falsches&quot; Licht auf das thema Transsexualität werfen. Ich glaube es geht in erster Linie darum, dass es ein gefühlt eher &quot;neues&quot; Phänomen ist und das Thema zudem auch politisch behaftet ist. Deshalb ist es schwierig.",,,,question mark321,"Viele Empfinden non-binarys als Trend weil es ja keine Transsexuellen mit medizinisch festgestellter Geschlechtsdysphorie sind. Es gibt auch viele Transsexuelle, die selbst sagen dass Non binarys ein &quot;falsches&quot; Licht auf das thema Transsexualität werfen. Ich glaube es geht in erster Linie darum, dass es ein gefühlt eher &quot;neues&quot; Phänomen ist und das Thema zudem auch politisch behaftet ist. Deshalb ist es schwierig.",2021-02-10T20:15:25Z,2021-02-10T20:15:25Z,,
2113,,Danke für eure (unaufgeregten) Gedanken zu dem Thema!,,,,reporter,Danke für eure (unaufgeregten) Gedanken zu dem Thema!,2021-02-10T22:20:18Z,2021-02-10T22:20:18Z,,
2114,Tatiana Distante,"Wie bescheuert es einfach ist, dass die Behörden darüber bestimmen dürfen,  welchem Geschlecht sich ein Mensch zuzuordnen hat. :( Ich hoffe wirklich, dass das Verfahren bald einfacher wird und schneller geht",2021-02-10T19:44:35Z,0.0,1.0,,,,,,
